"Bourner",0,754,0,0
"Boustead",0,755,5,0
"Bouton",0,756,5,1
"Bouvier",0,757,5,1
"Bouvier",0,758,5,0
"Bouvier",0,759,5,1
"Bouvier",0,760,5,0
"Bouvier",0,761,5,1
"Bovdry",0,762,0,1
"Bovesck",0,763,0,1
"Bowdoin",0,764,5,0
"Bowen",0,765,1,0
"Bowers",0,766,1,0
"Bowers",0,767,1,0
"Bowne",0,768,1,0
"Bowne",0,769,1,0
"Bowne",0,770,1,0
"Bowne",0,771,1,0
"Bowne",0,772,1,0
"Bowron",0,773,0,0
"Boyan",0,774,0,1
"Boyan",0,775,0,1
"Boyce",0,776,1,0
"Boyd",0,777,1,0
"Boyd",0,778,1,0
"Boyd",0,779,1,0
"Boye",0,780,6,0
"Boye",0,781,6,0
"Boyer",0,782,5,0
"Boylan",0,783,1,0
"Boyland",0,784,0,1
"Boyle",0,785,6,0
"Boyle",0,786,6,0
"Boyle",0,787,6,0
"Boynton",0,788,1,0
"Boynton",0,789,1,1
"Boyz",0,790,0,1
"Brackett",0,791,1,0
"Bradford",0,792,1,0
"Bradick",0,793,1,0
"Bradley",0,794,1,0
"Bradshaw",0,795,1,1
"Brady",0,796,1,0
"Brady",0,797,1,0
"Braelow",0,798,0,0
"Bragaw",0,799,0,0
"Braine",0,800,6,0
"Braman",0,801,0,0
"Braman",0,802,2,0
"Bramley",0,803,1,0
"Bramley",0,804,0,1
"Bramwell",0,805,1,0
"Branch",0,806,1,0
"Branch",0,807,1,0
"Brand",0,808,6,0
"Brand",0,809,6,0
"Brand",0,810,6,0
"Brandenberg",0,811,2,1
"Brandenburg",0,812,2,0
"Brandon",0,813,1,0
"Brandon",0,814,1,0
"Brandrier",0,815,0,1
"Brandriss",0,816,1,0
"Branenbiyk",0,817,0,1
"Branley",0,818,0,1
"Brapaw",0,819,0,1
"Brasch",0,820,3,0
"Braumuller",0,821,2,0
"Brauns",0,822,2,0
"Brearley",0,823,1,0
"Breck",0,824,2,0
"Breck",0,825,2,0
"Breen",0,826,1,0
"Breen",0,827,1,0
"Breese",0,828,1,0
"Breese",0,829,1,0
"Breese",0,830,1,0
"Breese",0,831,1,0
"Bregman",0,832,2,0
"Bregman",0,833,2,0
"Bregman",0,834,2,0
"Bregman",0,835,2,0
"Breining",0,836,2,0
"Brunsta",0,837,4,1
"Brennan",0,838,1,1
"Brennan",0,839,1,0
"Bretter",0,840,0,0
"Brewster",0,841,1,1
"Brewster",0,842,0,1
"Brewster",0,843,1,0
"Buckhos",0,844,2,1
"Brickman",0,845,0,0
"Bridgman",0,846,0,1
"Bridgman",0,847,1,0
"Brien",0,848,1,1
"Brien",0,849,0,0
"Briggo",0,850,6,0
"Briggs",0,851,6,0
"Briggs",0,852,6,0
"Briggs",0,853,6,0
"Brigham",0,854,1,1
"Bright",0,855,1,0
"Bright",0,856,1,0
"Bright",0,857,1,0
"Bright",0,858,1,0
"Bright",0,859,1,0
"Brill",0,860,3,0
"Brimberg",0,861,2,0
"Brinton",0,862,6,0
"Britt",0,863,1,0
"Brittigham",0,864,6,0
"Brittingham",0,865,1,0
"Britton",0,866,1,1
"Britton",0,867,1,1
"Britton",0,868,1,0
"Britton",0,869,1,0
"Britton",0,870,1,0
"Broberter",0,871,0,1
"Broderick",0,872,1,1
"Broderick",0,873,1,0
"Brodie",0,874,0,0
"Brodil",0,875,0,0
"Brody",0,876,1,0
"Brohulu",0,877,0,1
"Brokow",0,878,1,0
"Brombacher",0,879,2,0
"Brombacher",0,880,2,0
"Cromwell",1,881,6,1
"Bronson",0,882,4,0
"Brookman",0,883,0,0
"Brooks",0,884,1,0
"Brooks",0,885,1,0
"Brooks",0,886,1,0
"Brooks",0,887,1,0
"Brooks",0,888,1,0
"Brooks",0,889,1,1
"Brooks",0,890,1,0
"Brooks",0,891,1,0
"Brooks",0,892,1,0
"Broskow",0,893,0,0
"Brosnan",0,894,1,0
"Brothers",0,895,1,0
"Broun",0,896,1,0
"Brown",0,897,1,0
"Brown",0,898,1,0
"Brown",0,899,1,0
"Brown",0,900,1,0
"Brown",0,901,1,0
"Brown",0,902,1,0
"Brown",0,903,1,0
"Brown",0,904,1,0
"Brown",0,905,1,1
"Brown",0,906,1,1
"Brown",0,907,1,0
"Brown",0,908,1,0
"Brown",0,909,1,0
"Brown",0,910,1,0
"Brown",0,911,1,1
"Brown",0,912,1,0
"Brown",0,913,1,0
"Brown",0,914,1,1
"Brown",0,915,1,0
"Brown",0,916,1,1
"Brown",0,917,1,0
"Brown",0,918,1,0
"Brown",0,919,1,0
"Brown",0,920,1,1
"Brown",0,921,1,0
"Brown",0,922,1,1
"Brown",0,923,1,0
"Brown",0,924,1,0
"Brown",0,925,1,0
"Brown",0,926,1,0
"Brown",0,927,1,0
"Brown",0,928,1,0
"Brown",0,929,1,0
"Brown",0,930,1,0
"Brown",0,931,1,0
"Brown",0,932,1,0
"Brown",0,933,1,1
"Brown",0,934,1,0
"Brown",0,935,1,0
"Brown",0,936,1,0
"Brown",0,937,1,1
"Brown",0,938,1,0
"Brown",0,939,1,1
"Brown",0,940,1,0
"Brown",0,941,1,0
"Brown",0,942,1,1
"Brown",0,943,1,0
"Brown",0,944,1,0
"Browne",0,945,1,0
"Browne",0,946,1,1
"Browne",0,947,1,0
"Browne",0,948,1,0
"Brownell",0,949,1,0
"Browning",0,950,1,0
"Brownwell",0,951,1,0
"Browwer",0,952,0,0
"Bruan",0,953,0,0
"Bruan",0,954,0,0
"Bruce",0,955,6,0
"Brukenfeld",0,956,2,1
"Bruell",0,957,5,0
"Brumley",0,958,1,0
"Brumley",0,959,1,1
"Brummer",0,960,2,0
"Brummer",0,961,2,0
"Brune",0,962,1,0
"Bruner",0,963,2,0
"Bruns",0,964,4,1
"Bruns",0,965,4,1
"Bruns",0,966,4,0
"Brunswick",0,967,1,0
"Bruse",0,968,0,1
"Brusetu",0,969,0,1
"Brush",0,970,1,0
"Bry",0,971,4,0
"Bryan",0,972,6,1
"Bryan",0,973,6,0
"Bryan",0,974,6,0
"Bryan",0,975,6,1
"Bryan",0,976,6,0
"Bryan",0,977,6,0
"Bryan",0,978,0,1
"Bryan",0,979,6,1
"Bryant",0,980,1,0
"Brylawski",0,981,0,0
"Bucendham",0,982,0,1
"Buchanan",0,983,6,0
"Buchanan",0,984,6,0
"Buchanan",0,985,6,1
"Buchanan",0,986,6,1
"Buchman",0,987,3,0
"Buck",0,988,1,1
"Buck",0,989,1,0
"Buck",0,990,1,1
"Buck",0,991,1,0
"Buck",0,992,1,0
"Buckhouln*",0,993,0,1
"Buckingham",0,994,1,0
"Buckley",0,995,1,0
"Buckley",0,996,1,0
"Buckley",0,997,1,0
"Buckman",0,998,0,0
"Buckner",0,999,2,0
"Buckner",0,1000,2,0
"Bucosta",0,1001,0,1
"Budge",0,1002,1,0
"Budyn",0,1003,0,1
"Buek",0,1004,0,1
"Buell",0,1005,1,0
