2856,3363,8011,"Undirected",,,1,8,7,1883
7646,7646,3386,"Undirected",,,1,1,12,1884
8063,2594,2900,"Undirected",,,1,15,0,1884
805,6330,7963,"Undirected",,,1,,,1884
3208,7159,5040,"Undirected",,,1,14,0,1884
2017,5223,1835,"Undirected",,,1,14,0,1884
3010,1251,5011,"Undirected",,,1,14,0,1884
2617,1591,911,"Undirected",,,1,1,12,1884
8249,1450,3760,"Undirected",,,1,14,0,1884
3396,6993,6062,"Undirected",,,1,14,0,1884
7839,1764,8118,"Undirected",,,1,14,0,1884
8044,5040,3260,"Undirected",,,1,12,2,1884
4255,1759,2915,"Undirected",,,1,15,0,1884
2543,3671,2543,"Undirected",,,1,13,0,1884
486,7044,7981,"Undirected",,,1,13,0,1884
6797,6992,4604,"Undirected",,,1,,,1884
2663,1165,1848,"Undirected",,,1,13,0,1884
4358,1016,4048,"Undirected",,,1,13,0,1884
1191,7715,705,"Undirected",,,1,15,0,1884
8163,434,432,"Undirected",,,1,13,0,1884
769,631,5040,"Undirected",,,1,13,0,1884
547,6825,6850,"Undirected",,,1,13,0,1884
8124,8125,1952,"Undirected",,,1,13,0,1884
1066,4408,4864,"Undirected",,,1,14,0,1884
4974,7949,5912,"Undirected",,,1,14,0,1884
1348,4906,3920,"Undirected",,,1,13,0,1884
4066,837,254,"Undirected",,,1,15,0,1884
3594,4251,1952,"Undirected",,,1,14,0,1884
5317,7182,3415,"Undirected",,,1,12,0,1884
6619,433,3930,"Undirected",,,1,12,0,1884
4631,1514,8061,"Undirected",,,1,13,0,1884
2822,1293,674,"Undirected",,,1,13,0,1884
10,6825,5871,"Undirected",,,1,13,0,1884
7958,6378,4070,"Undirected",,,1,12,0,1884
1922,4597,3597,"Undirected",,,1,11,0,1884
1579,31,3059,"Undirected",,,1,11,0,1884
3013,7323,4215,"Undirected",,,1,10,0,1884
3106,5262,8023,"Undirected",,,1,12,0,1884
416,1017,4902,"Undirected",,,1,10,0,1884
295,2456,3947,"Undirected",,,1,11,0,1884
5475,7366,906,"Undirected",,,1,11,0,1884
5346,5957,2468,"Undirected",,,1,11,0,1884
3932,6237,3152,"Undirected",,,1,11,0,1884
4621,848,7978,"Undirected",,,1,12,0,1884
1094,6167,3391,"Undirected",,,1,12,0,1884
480,1118,2915,"Undirected",,,1,13,0,1884
5748,3307,3245,"Undirected",,,1,12,1,1884
7460,4320,7100,"Undirected",,,1,12,2,1884
768,631,2828,"Undirected",,,1,14,0,1884
7496,1008,2376,"Undirected",,,1,14,0,1884
5834,4275,8011,"Undirected",,,1,14,0,1884
7541,7482,1932,"Undirected",,,1,12,0,1884
892,370,1304,"Undirected",,,1,13,0,1884
4918,1018,1069,"Undirected",,,1,13,1,1884
2215,719,1974,"Undirected",,,1,13,0,1884
2034,1842,631,"Undirected",,,1,15,0,1884
4322,7808,2819,"Undirected",,,1,15,0,1884
7803,8215,7593,"Undirected",,,1,15,0,1884
1061,2107,6884,"Undirected",,,1,14,1,1884
6829,1006,6849,"Undirected",,,1,14,1,1884
4447,5243,6126,"Undirected",,,1,14,0,1885
3157,6754,7147,"Undirected",,,1,15,0,1885
7879,7791,8215,"Undirected",,,1,15,0,1885
3842,6388,3353,"Undirected",,,1,13,0,1885
3524,719,1847,"Undirected",,,1,12,1,1885
3679,2173,8332,"Undirected",,,1,13,0,1885
4073,4648,1869,"Undirected",,,1,14,0,1885
164,7791,259,"Undirected",,,1,14,0,1885
3013,2141,1293,"Undirected",,,1,13,1,1885
1989,5871,3999,"Undirected",,,1,14,0,1885
2616,3267,7320,"Undirected",,,1,13,0,1885
6045,6701,2818,"Undirected",,,1,13,0,1885
5865,4215,7770,"Undirected",,,1,13,0,1885
2169,3695,5746,"Undirected",,,1,13,0,1885
599,8095,4073,"Undirected",,,1,13,0,1885
6315,3730,55,"Undirected",,,1,13,0,1885
2234,8111,1932,"Undirected",,,1,12,0,1885
3094,3298,3293,"Undirected",,,1,12,0,1885
3824,255,1932,"Undirected",,,1,12,0,1885
1739,4767,3636,"Undirected",,,1,11,0,1885
2497,3353,5167,"Undirected",,,1,,,1885
4775,4269,4015,"Undirected",,,1,,,1885
4600,4728,6825,"Undirected",,,1,,,1885
5108,1846,378,"Undirected",,,1,,,1885
6193,4430,5242,"Undirected",,,1,,,1885
1987,2615,6217,"Undirected",,,1,,,1885
3450,6955,3947,"Undirected",,,1,,,1885
2366,3672,3636,"Undirected",,,1,13,0,1885
7862,3779,4103,"Undirected",,,1,12,0,1885
2070,8327,2830,"Undirected",,,1,12,0,1885
3413,1729,6168,"Undirected",,,1,11,0,1885
5506,7438,3162,"Undirected",,,1,12,0,1885
8035,377,7687,"Undirected",,,1,11,1,1885
1278,3947,7147,"Undirected",,,1,13,0,1885
7634,2087,6199,"Undirected",,,1,13,0,1885
6101,370,3958,"Undirected",,,1,11,0,1885
3834,8332,631,"Undirected",,,1,8,4,1885
3962,4601,5657,"Undirected",,,1,10,0,1885
8086,2360,2818,"Undirected",,,1,11,0,1885
8129,7004,7002,"Undirected",,,1,10,0,1885
4628,6723,2499,"Undirected",,,1,10,0,1885
3303,7525,5630,"Undirected",,,1,12,0,1885
1255,554,1216,"Undirected",,,1,11,0,1885
1551,3973,2152,"Undirected",,,1,13,0,1885
7545,5296,6269,"Undirected",,,1,14,0,1885
3789,8338,3695,"Undirected",,,1,14,0,1885
1343,3695,4864,"Undirected",,,1,,,1885
6337,6376,3854,"Undirected",,,1,12,1,1885
4075,817,6211,"Undirected",,,1,13,0,1885
3445,3973,1118,"Undirected",,,1,15,0,1885
6396,7964,4999,"Undirected",,,1,15,0,1885
4582,3988,6701,"Undirected",,,1,14,0,1885
2675,7448,7590,"Undirected",,,1,15,0,1885
6082,3048,2269,"Undirected",,,1,15,0,1885
7854,778,4817,"Undirected",,,1,13,0,1885
2858,520,1016,"Undirected",,,1,11,0,1885
2088,1846,1932,"Undirected",,,1,12,0,1885
8242,3963,378,"Undirected",,,1,11,0,1885
7837,1764,5592,"Undirected",,,1,,,1885
2071,5848,6653,"Undirected",,,1,13,0,1885
3484,1151,969,"Undirected",,,1,11,0,1886
7625,1846,92,"Undirected",,,1,14,0,1886
7979,5884,1345,"Undirected",,,1,13,0,1886
3715,6787,4250,"Undirected",,,1,13,0,1886
4587,4574,4019,"Undirected",,,1,14,0,1886
5294,2721,3946,"Undirected",,,1,14,0,1886
7230,5633,5803,"Undirected",,,1,15,0,1886
7016,4441,4348,"Undirected",,,1,15,0,1886
5826,3678,6854,"Undirected",,,1,15,0,1886
2463,6595,3664,"Undirected",,,1,14,0,1886
2641,7122,1980,"Undirected",,,1,14,0,1886
7812,2990,4725,"Undirected",,,1,14,0,1886
256,4608,5880,"Undirected",,,1,14,0,1886
3401,1848,4864,"Undirected",,,1,14,0,1886
6823,6206,588,"Undirected",,,1,15,0,1886
4868,6701,986,"Undirected",,,1,15,0,1886
4319,2696,3576,"Undirected",,,1,14,0,1886
8005,6217,268,"Undirected",,,1,14,0,1886
3694,3349,599,"Undirected",,,1,13,0,1886
5505,6396,5332,"Undirected",,,1,13,0,1886
4174,2721,3963,"Undirected",,,1,13,0,1886
4096,5309,6062,"Undirected",,,1,13,0,1886
6383,3695,1995,"Undirected",,,1,12,0,1886
3816,1007,4864,"Undirected",,,1,13,0,1886
8112,6636,521,"Undirected",,,1,,,1886
2237,3678,1110,"Undirected",,,1,13,0,1886
245,6816,4429,"Undirected",,,1,14,0,1886
7132,6825,1066,"Undirected",,,1,12,0,1886
7608,3678,3841,"Undirected",,,1,11,0,1886
5917,3959,5518,"Undirected",,,1,11,0,1886
7961,574,7959,"Undirected",,,1,12,0,1886
2316,3376,3240,"Undirected",,,1,13,0,1886
6140,378,8011,"Undirected",,,1,13,0,1886
1060,80,6912,"Undirected",,,1,,,1886
660,8224,5007,"Undirected",,,1,11,0,1886
5455,6701,2152,"Undirected",,,1,10,1,1886
374,6126,5279,"Undirected",,,1,12,0,1886
2318,7320,3748,"Undirected",,,1,12,0,1886
4742,5871,6126,"Undirected",,,1,12,0,1886
4265,1766,370,"Undirected",,,1,,,1886
4485,3576,1876,"Undirected",,,1,10,0,1886
1365,4229,6206,"Undirected",,,1,,,1886
1365,4229,6206,"Undirected",,,1,11,0,1886
1372,3680,1337,"Undirected",,,1,11,0,1886
441,3678,3698,"Undirected",,,1,11,0,1886
5099,4940,6701,"Undirected",,,1,11,0,1886
8018,393,7784,"Undirected",,,1,10,0,1886
880,2741,3724,"Undirected",,,1,10,0,1886
8001,7063,7752,"Undirected",,,1,10,0,1886
250,5518,265,"Undirected",,,1,11,0,1886
8132,687,8066,"Undirected",,,1,7,4,1886
